current_price,competitor_price,recommended_price,action,confidence,positioning
94.35,96.84,94.35,hold,0.999,Competitive
78.24,76.6,71.98,decrease,1.0,Competitive
53.29,49.2,49.03,decrease,1.0,Competitive
11.89,15.55,11.89,hold,0.999,Underpriced
61.57,63.43,61.57,hold,1.0,Competitive
16.91,18.08,16.91,hold,0.998,Competitive
81.36,82.98,81.36,hold,0.999,Competitive
79.23,78.14,72.89,decrease,1.0,Competitive
93.08,96.73,93.08,hold,1.0,Competitive
74.35,76.91,74.35,hold,1.0,Competitive
17.44,14.81,16.05,decrease,0.993,Overpriced
74.09,70.03,68.16,decrease,1.0,Competitive
13.74,14.39,13.74,hold,0.999,Competitive
14.16,16.16,14.16,hold,0.999,Underpriced
46.57,48.99,46.57,hold,1.0,Competitive
13.91,9.36,13.91,hold,0.994,Overpriced
65.83,63.65,60.56,decrease,1.0,Competitive
27.75,23.67,25.53,decrease,1.0,Overpriced
98.47,95.18,90.59,decrease,1.0,Competitive
48.1,50.47,48.1,hold,1.0,Competitive
83.41,79.19,76.74,decrease,1.0,Competitive
39.08,39.34,39.08,hold,1.0,Competitive
91.33,92.33,91.33,hold,0.999,Competitive
29.11,28.21,26.78,decrease,1.0,Competitive
74.2,73.17,68.26,decrease,1.0,Competitive
60.91,56.58,56.04,decrease,1.0,Competitive
81.49,76.9,74.97,decrease,1.0,Competitive
35.59,39.64,35.59,hold,0.998,Underpriced
50.54,47.43,46.5,decrease,1.0,Competitive
14.88,19.35,14.88,hold,0.999,Underpriced
53.61,56.62,53.61,hold,1.0,Competitive
47.29,45.07,43.51,decrease,1.0,Competitive
13.69,14.72,13.69,hold,0.999,Competitive
42.84,46.34,42.84,hold,0.999,Competitive
93.88,89.16,86.37,decrease,1.0,Competitive
99.45,104.0,99.45,hold,1.0,Competitive
54.89,59.78,54.89,hold,0.999,Competitive
12.37,8.45,12.37,hold,0.994,Overpriced
66.53,64.15,66.53,hold,1.0,Competitive
50.35,47.14,46.32,decrease,1.0,Competitive
43.52,39.45,40.06,decrease,0.995,Overpriced
78.58,79.19,78.58,hold,1.0,Competitive
64.31,61.5,64.31,hold,1.0,Competitive
16.53,19.31,16.53,hold,0.999,Underpriced
75.26,72.9,69.24,decrease,1.0,Competitive
55.3,52.42,50.88,decrease,1.0,Competitive
92.03,88.08,84.67,decrease,1.0,Competitive
42.66,40.64,39.25,decrease,1.0,Competitive
40.37,42.41,40.37,hold,0.999,Competitive
36.32,32.69,33.43,decrease,0.995,Overpriced
87.86,89.27,87.86,hold,0.999,Competitive
28.54,29.3,28.54,hold,0.999,Competitive
82.98,80.0,76.34,decrease,1.0,Competitive
14.7,15.83,14.7,hold,1.0,Competitive
46.17,46.48,46.17,hold,1.0,Competitive
41.32,41.18,38.01,decrease,1.0,Competitive
31.88,27.81,29.34,decrease,0.994,Overpriced
49.83,52.9,49.83,hold,1.0,Competitive
22.7,21.55,20.88,decrease,1.0,Competitive
39.68,43.21,39.68,hold,0.999,Competitive
74.47,72.07,68.51,decrease,1.0,Competitive
76.64,79.06,76.64,hold,1.0,Competitive
67.46,67.97,67.46,hold,0.999,Competitive
71.11,72.69,71.11,hold,0.999,Competitive
84.37,80.79,77.62,decrease,1.0,Competitive
65.18,61.43,59.97,decrease,1.0,Competitive
45.77,42.19,42.11,decrease,1.0,Competitive
38.71,34.62,35.62,decrease,0.997,Overpriced
10.69,9.09,10.69,hold,0.994,Overpriced
20.05,22.81,20.05,hold,0.999,Underpriced
92.81,95.97,92.81,hold,1.0,Competitive
58.93,63.54,58.93,hold,0.999,Competitive
13.02,13.29,13.02,hold,1.0,Competitive
66.6,62.37,61.27,decrease,1.0,Competitive
51.46,51.1,51.46,hold,1.0,Competitive
54.95,57.51,54.95,hold,0.999,Competitive
79.94,76.11,73.55,decrease,1.0,Competitive
89.54,88.79,82.38,decrease,1.0,Competitive
57.03,55.29,52.47,decrease,1.0,Competitive
51.17,56.01,51.17,hold,0.999,Competitive
67.51,69.15,67.51,hold,1.0,Competitive
20.0,24.55,20.0,hold,0.999,Underpriced
80.6,77.18,74.15,decrease,1.0,Competitive
67.7,68.69,67.7,hold,1.0,Competitive
48.86,46.07,44.95,decrease,1.0,Competitive
30.57,28.2,28.12,decrease,1.0,Competitive
14.92,14.51,13.73,decrease,1.0,Competitive
39.84,35.41,36.66,decrease,0.997,Overpriced
58.74,61.2,58.74,hold,1.0,Competitive
57.07,52.19,52.5,decrease,1.0,Competitive
65.21,70.1,65.21,hold,0.999,Competitive
38.19,33.56,35.16,decrease,0.992,Overpriced
30.59,26.53,28.15,decrease,0.996,Overpriced
23.68,28.22,23.68,hold,0.998,Underpriced
28.9,30.07,28.9,hold,1.0,Competitive
67.6,67.57,62.19,decrease,1.0,Competitive
94.41,99.0,94.41,hold,1.0,Competitive
37.2,37.89,37.2,hold,1.0,Competitive
23.26,23.83,23.26,hold,1.0,Competitive
63.5,65.75,63.5,hold,0.999,Competitive
74.61,79.38,74.61,hold,1.0,Competitive
80.92,79.45,74.45,decrease,1.0,Competitive
14.06,17.26,14.06,hold,0.998,Underpriced
73.42,74.71,73.42,hold,1.0,Competitive
96.68,94.56,88.95,decrease,1.0,Competitive
86.43,88.02,86.43,hold,0.999,Competitive
26.62,28.78,26.62,hold,0.999,Competitive
78.34,83.11,78.34,hold,1.0,Competitive
17.68,15.44,16.27,decrease,0.999,Overpriced
96.25,98.18,96.25,hold,1.0,Competitive
11.7,15.96,12.87,increase,1.0,Underpriced
60.03,62.93,60.03,hold,0.999,Competitive
84.43,85.13,92.87,increase,1.0,Competitive
35.59,36.09,35.59,hold,1.0,Competitive
31.33,26.47,28.84,decrease,0.994,Overpriced
36.2,40.14,36.2,hold,1.0,Competitive
86.11,87.45,86.11,hold,1.0,Competitive
64.64,60.65,59.47,decrease,1.0,Competitive
80.2,78.66,73.78,decrease,1.0,Competitive
19.77,24.21,19.77,hold,0.998,Underpriced
14.45,16.17,14.45,hold,0.998,Underpriced
28.67,28.84,28.67,hold,1.0,Competitive
60.21,62.72,60.21,hold,1.0,Competitive
54.48,55.59,54.48,hold,0.999,Competitive
48.91,48.37,45.0,decrease,1.0,Competitive
95.65,100.61,95.65,hold,1.0,Competitive
91.49,94.92,91.49,hold,0.999,Competitive
42.02,42.22,42.02,hold,1.0,Competitive
86.19,90.06,86.19,hold,1.0,Competitive
41.62,45.38,45.78,increase,1.0,Competitive
71.19,74.85,71.19,hold,0.999,Competitive
43.34,44.38,43.34,hold,1.0,Competitive
75.63,73.84,69.58,decrease,1.0,Competitive
93.61,95.86,93.61,hold,1.0,Competitive
98.66,94.68,90.77,decrease,1.0,Competitive
11.16,8.11,9.73,decrease,0.997,Overpriced
17.99,18.83,17.99,hold,1.0,Competitive
48.85,51.09,48.85,hold,0.999,Competitive
94.45,89.54,94.45,hold,1.0,Competitive
85.77,83.54,85.77,hold,1.0,Competitive
29.58,31.6,29.58,hold,0.999,Competitive
78.76,79.84,78.76,hold,0.999,Competitive
71.2,74.4,71.2,hold,1.0,Competitive
39.78,41.69,39.78,hold,1.0,Competitive
51.81,53.75,51.81,hold,0.999,Competitive
53.07,49.89,48.82,decrease,1.0,Competitive
63.34,66.24,63.34,hold,0.999,Competitive
51.95,47.64,47.79,decrease,1.0,Competitive
49.98,45.59,45.98,decrease,1.0,Competitive
25.05,25.55,25.05,hold,0.999,Competitive
34.15,35.9,34.15,hold,0.999,Competitive
76.26,73.7,70.16,decrease,1.0,Competitive
19.46,23.97,19.46,hold,0.999,Underpriced
67.42,66.44,62.03,decrease,1.0,Competitive
15.19,13.69,13.98,decrease,0.998,Overpriced
81.18,77.07,81.18,hold,1.0,Competitive
61.07,64.44,61.07,hold,1.0,Competitive
46.9,48.93,46.9,hold,0.999,Competitive
57.89,61.46,57.89,hold,1.0,Competitive
48.69,50.46,48.69,hold,1.0,Competitive
45.53,43.47,41.89,decrease,1.0,Competitive
70.55,70.89,70.55,hold,1.0,Competitive
28.81,26.22,26.51,decrease,1.0,Competitive
60.58,63.39,66.64,increase,1.0,Competitive
14.49,17.83,14.49,hold,1.0,Underpriced
53.03,56.83,53.03,hold,1.0,Competitive
46.09,43.66,42.4,decrease,1.0,Competitive
18.58,22.56,18.58,hold,1.0,Underpriced
55.13,51.44,50.72,decrease,1.0,Competitive
72.44,71.83,66.65,decrease,1.0,Competitive
94.87,96.86,94.87,hold,0.999,Competitive
12.6,10.77,11.6,decrease,0.995,Overpriced
60.74,57.82,60.74,hold,1.0,Competitive
14.9,13.27,13.71,decrease,1.0,Overpriced
25.8,26.67,25.8,hold,0.999,Competitive
72.41,72.79,72.41,hold,1.0,Competitive
65.91,68.16,65.91,hold,0.999,Competitive
95.08,91.36,87.47,decrease,1.0,Competitive
88.68,91.65,88.68,hold,0.999,Competitive
55.41,59.6,55.41,hold,1.0,Competitive
26.39,22.8,26.39,hold,0.994,Overpriced
24.75,21.9,22.82,decrease,0.975,Overpriced
75.02,74.28,75.02,hold,1.0,Competitive
10.06,11.23,10.06,hold,1.0,Underpriced
84.13,84.54,84.13,hold,1.0,Competitive
56.72,57.37,56.72,hold,1.0,Competitive
12.94,17.13,12.94,hold,0.999,Underpriced
91.22,95.89,91.22,hold,0.999,Competitive
76.28,79.56,76.28,hold,1.0,Competitive
86.3,89.74,86.3,hold,1.0,Competitive
83.23,78.6,83.23,hold,1.0,Competitive
21.53,18.48,19.82,decrease,0.991,Overpriced
73.34,73.29,67.47,decrease,1.0,Competitive
22.73,27.21,22.73,hold,0.999,Underpriced
17.14,21.26,17.14,hold,0.999,Underpriced
95.56,99.17,95.56,hold,0.999,Competitive
91.89,89.75,84.54,decrease,1.0,Competitive
72.48,76.11,72.48,hold,1.0,Competitive
47.39,44.17,47.39,hold,1.0,Competitive
66.95,65.25,61.59,decrease,1.0,Competitive
88.17,92.04,88.17,hold,0.999,Competitive
10.9,8.07,9.68,decrease,1.0,Overpriced
42.37,46.16,42.37,hold,1.0,Competitive
75.69,79.51,75.69,hold,1.0,Competitive
26.02,30.64,26.02,hold,0.999,Underpriced
35.92,34.79,33.05,decrease,1.0,Competitive
51.95,49.95,47.79,decrease,1.0,Competitive
41.74,43.31,41.74,hold,0.999,Competitive
66.56,63.53,61.24,decrease,1.0,Competitive
52.19,49.61,48.01,decrease,1.0,Competitive
71.05,72.23,71.05,hold,1.0,Competitive
33.49,35.24,33.49,hold,0.999,Competitive
59.78,64.68,59.78,hold,0.999,Competitive
91.16,89.75,83.87,decrease,1.0,Competitive
99.59,104.42,99.59,hold,1.0,Competitive
21.49,24.27,21.49,hold,0.998,Underpriced
70.69,70.22,65.03,decrease,1.0,Competitive
71.94,69.68,66.18,decrease,1.0,Competitive
73.92,74.03,73.92,hold,0.999,Competitive
25.33,28.54,25.33,hold,0.998,Underpriced
81.21,77.45,74.71,decrease,1.0,Competitive
87.52,85.8,80.52,decrease,1.0,Competitive
77.64,80.48,77.64,hold,0.999,Competitive
54.04,55.64,54.04,hold,0.999,Competitive
41.31,45.8,41.31,hold,1.0,Competitive
91.46,87.75,84.14,decrease,1.0,Competitive
44.33,43.75,40.78,decrease,1.0,Competitive
40.73,45.45,40.73,hold,0.999,Underpriced
48.82,50.76,48.82,hold,1.0,Competitive
66.13,66.56,66.13,hold,1.0,Competitive
88.08,87.51,81.03,decrease,1.0,Competitive
65.44,66.55,65.44,hold,1.0,Competitive
41.84,37.75,38.51,decrease,0.994,Overpriced
43.15,38.63,39.71,decrease,0.997,Overpriced
91.39,88.06,84.08,decrease,1.0,Competitive
71.9,68.53,66.15,decrease,1.0,Competitive
45.94,45.02,42.26,decrease,1.0,Competitive
28.59,31.67,28.59,hold,1.0,Competitive
30.51,30.87,30.51,hold,0.999,Competitive
32.53,27.74,29.94,decrease,0.994,Overpriced
57.4,52.76,52.81,decrease,1.0,Competitive
50.92,52.46,50.92,hold,0.999,Competitive
81.16,84.39,81.16,hold,1.0,Competitive
50.58,53.62,50.58,hold,0.999,Competitive
27.2,24.86,25.02,decrease,1.0,Competitive
85.71,82.73,85.71,hold,1.0,Competitive
92.01,93.53,92.01,hold,1.0,Competitive
91.94,95.46,91.94,hold,1.0,Competitive
61.44,59.65,56.52,decrease,1.0,Competitive
32.37,35.25,32.37,hold,0.999,Competitive
84.44,81.63,77.68,decrease,1.0,Competitive
85.7,85.44,85.7,hold,1.0,Competitive
21.57,25.73,21.57,hold,0.999,Underpriced
72.83,73.92,72.83,hold,1.0,Competitive
59.38,60.01,59.38,hold,1.0,Competitive
52.33,51.96,48.14,decrease,1.0,Competitive
48.97,46.79,48.97,hold,1.0,Competitive
13.15,13.55,13.15,hold,0.999,Competitive
31.46,28.16,28.95,decrease,0.998,Overpriced
36.35,36.17,33.44,decrease,1.0,Competitive
70.48,67.34,64.84,decrease,1.0,Competitive
98.84,96.7,90.93,decrease,1.0,Competitive
21.21,17.13,19.52,decrease,0.997,Overpriced
27.88,29.29,27.88,hold,0.999,Competitive
94.24,91.56,86.7,decrease,1.0,Competitive
38.6,42.15,38.6,hold,1.0,Competitive
35.6,32.15,32.77,decrease,0.993,Overpriced
79.02,81.66,79.02,hold,1.0,Competitive
62.52,65.24,62.52,hold,1.0,Competitive
89.83,94.71,89.83,hold,0.999,Competitive
72.58,67.66,66.77,decrease,1.0,Competitive
44.57,46.91,44.57,hold,0.999,Competitive
51.51,50.34,47.39,decrease,1.0,Competitive
84.81,87.15,84.81,hold,0.999,Competitive
86.47,82.11,79.55,decrease,1.0,Competitive
99.05,95.83,91.13,decrease,1.0,Competitive
79.86,78.28,73.47,decrease,1.0,Competitive
39.11,43.81,39.11,hold,0.999,Underpriced
65.55,67.64,65.55,hold,0.999,Competitive
51.99,50.94,47.83,decrease,1.0,Competitive
44.45,44.35,40.89,decrease,1.0,Competitive
38.25,38.15,35.19,decrease,1.0,Competitive
89.28,90.41,89.28,hold,0.999,Competitive
64.27,61.47,59.13,decrease,1.0,Competitive
42.94,47.26,42.94,hold,0.999,Competitive
44.68,43.65,41.11,decrease,1.0,Competitive
48.94,46.15,45.02,decrease,1.0,Competitive
23.95,20.27,22.04,decrease,0.998,Overpriced
12.68,17.37,12.68,hold,0.998,Underpriced
59.72,63.83,65.69,increase,1.0,Competitive
72.29,68.82,66.51,decrease,1.0,Competitive
73.62,76.76,73.62,hold,0.999,Competitive
97.67,94.62,89.86,decrease,1.0,Competitive
77.44,80.98,77.44,hold,1.0,Competitive
99.78,96.55,91.8,decrease,1.0,Competitive
63.79,60.64,58.69,decrease,1.0,Competitive
12.96,9.75,11.7,decrease,0.999,Overpriced
74.31,70.92,74.31,hold,1.0,Competitive
30.53,35.28,30.53,hold,1.0,Underpriced
50.58,46.61,46.53,decrease,1.0,Competitive
41.28,40.15,37.98,decrease,1.0,Competitive
71.49,74.8,71.49,hold,1.0,Competitive
28.57,28.56,26.28,decrease,1.0,Competitive
65.21,62.08,59.99,decrease,1.0,Competitive
91.02,93.02,91.02,hold,0.999,Competitive
37.4,42.2,37.4,hold,0.999,Underpriced
76.1,78.41,76.1,hold,1.0,Competitive
95.94,99.25,95.94,hold,1.0,Competitive
32.62,33.55,32.62,hold,1.0,Competitive
14.13,11.11,13.01,decrease,0.987,Overpriced
65.38,70.1,65.38,hold,0.999,Competitive
99.17,99.35,99.17,hold,1.0,Competitive
42.24,46.6,42.24,hold,0.998,Competitive
82.63,81.44,76.02,decrease,1.0,Competitive
38.66,42.31,38.66,hold,0.999,Competitive
13.84,12.66,12.73,decrease,1.0,Competitive
57.12,61.98,57.12,hold,1.0,Competitive
49.58,52.95,49.58,hold,1.0,Competitive
42.72,43.75,42.72,hold,0.999,Competitive
88.05,86.53,81.01,decrease,1.0,Competitive
55.26,57.98,55.26,hold,1.0,Competitive
50.16,54.82,50.16,hold,0.999,Competitive
39.88,38.26,36.69,decrease,1.0,Competitive
41.47,44.94,41.47,hold,1.0,Competitive
48.59,50.36,48.59,hold,0.999,Competitive
81.88,78.23,81.88,hold,1.0,Competitive
17.04,16.87,17.04,hold,1.0,Competitive
26.77,23.96,24.66,decrease,0.983,Overpriced
37.41,37.48,37.41,hold,1.0,Competitive
91.4,90.42,84.09,decrease,1.0,Competitive
57.43,61.37,57.43,hold,0.999,Competitive
32.54,35.59,35.79,increase,1.0,Competitive
32.31,28.12,29.73,decrease,1.0,Overpriced
34.04,31.41,31.32,decrease,1.0,Competitive
37.8,40.06,37.8,hold,1.0,Competitive
47.87,49.14,47.87,hold,0.999,Competitive
55.68,51.7,51.23,decrease,1.0,Competitive
73.99,76.39,73.99,hold,1.0,Competitive
38.9,38.43,35.79,decrease,1.0,Competitive
18.3,13.82,16.58,decrease,0.991,Overpriced
84.27,80.74,77.53,decrease,1.0,Competitive
90.2,90.09,82.98,decrease,1.0,Competitive
55.46,58.07,55.46,hold,0.999,Competitive
87.23,91.55,87.23,hold,1.0,Competitive
28.28,23.42,26.03,decrease,0.997,Overpriced
28.59,27.34,28.59,hold,1.0,Competitive
21.9,22.88,21.9,hold,1.0,Competitive
70.54,73.14,70.54,hold,1.0,Competitive
81.34,83.34,81.34,hold,1.0,Competitive
13.97,12.45,12.86,decrease,0.994,Overpriced
58.14,55.73,58.14,hold,1.0,Competitive
96.86,93.93,96.86,hold,1.0,Competitive
52.32,51.45,48.13,decrease,1.0,Competitive
52.11,57.01,52.11,hold,1.0,Competitive
19.67,21.36,19.67,hold,1.0,Competitive
16.73,17.87,16.73,hold,1.0,Competitive
92.78,92.55,85.36,decrease,1.0,Competitive
30.37,26.93,27.96,decrease,0.993,Overpriced
79.04,83.91,79.04,hold,1.0,Competitive
10.81,11.16,10.81,hold,0.999,Competitive
10.69,6.65,7.98,decrease,0.996,Overpriced
32.6,37.18,32.6,hold,0.999,Underpriced
97.84,94.52,90.01,decrease,1.0,Competitive
48.07,47.29,44.22,decrease,1.0,Competitive
66.55,63.68,66.55,hold,1.0,Competitive
87.49,83.59,80.49,decrease,1.0,Competitive
42.18,45.32,42.18,hold,1.0,Competitive
74.64,71.85,68.67,decrease,1.0,Competitive
72.9,73.27,72.9,hold,0.999,Competitive
70.58,69.63,64.93,decrease,1.0,Competitive
85.19,88.82,85.19,hold,1.0,Competitive
89.02,93.36,89.02,hold,0.999,Competitive
54.78,50.68,50.4,decrease,1.0,Competitive
93.83,97.11,103.21,increase,1.0,Competitive
85.52,82.43,78.68,decrease,1.0,Competitive
58.59,59.63,58.59,hold,1.0,Competitive
19.32,15.14,17.78,decrease,0.997,Overpriced
49.44,54.04,49.44,hold,1.0,Competitive
45.07,49.31,45.07,hold,1.0,Competitive
41.5,37.68,38.18,decrease,1.0,Overpriced
81.79,77.36,75.25,decrease,1.0,Competitive
46.11,50.26,46.11,hold,1.0,Competitive
32.69,30.63,30.07,decrease,1.0,Competitive
45.65,50.64,45.65,hold,1.0,Competitive
94.93,97.75,94.93,hold,1.0,Competitive
57.8,53.14,57.8,hold,1.0,Competitive
57.25,55.48,52.67,decrease,1.0,Competitive
63.82,67.06,70.2,increase,1.0,Competitive
81.6,79.25,75.07,decrease,1.0,Competitive
92.62,91.55,85.21,decrease,1.0,Competitive
26.84,23.56,24.69,decrease,1.0,Overpriced
26.89,29.33,26.89,hold,0.999,Competitive
25.24,30.16,25.24,hold,1.0,Underpriced
86.87,83.5,79.92,decrease,1.0,Competitive
66.43,69.36,66.43,hold,0.999,Competitive
85.93,83.06,79.06,decrease,1.0,Competitive
85.35,87.24,85.35,hold,0.998,Competitive
50.05,48.34,46.05,decrease,1.0,Competitive
83.58,87.06,83.58,hold,0.999,Competitive
30.61,29.89,28.16,decrease,1.0,Competitive
39.52,37.1,36.36,decrease,1.0,Competitive
31.16,35.19,31.16,hold,0.998,Underpriced
19.82,17.62,18.24,decrease,0.993,Overpriced
16.81,15.37,15.47,decrease,1.0,Competitive
24.04,19.89,22.12,decrease,0.998,Overpriced
36.38,33.75,33.47,decrease,1.0,Competitive
64.62,63.15,59.45,decrease,1.0,Competitive
99.47,98.43,91.51,decrease,1.0,Competitive
99.19,103.96,99.19,hold,1.0,Competitive
91.95,94.17,91.95,hold,1.0,Competitive
77.33,77.07,71.14,decrease,1.0,Competitive
84.33,84.14,77.58,decrease,1.0,Competitive
97.97,95.5,90.13,decrease,1.0,Competitive
36.45,32.82,33.53,decrease,1.0,Overpriced
28.1,26.86,25.85,decrease,1.0,Competitive
27.4,31.05,27.4,hold,1.0,Underpriced
32.16,36.48,32.16,hold,1.0,Underpriced
57.45,53.76,52.85,decrease,1.0,Competitive
82.47,79.1,75.87,decrease,1.0,Competitive
16.16,16.67,16.16,hold,1.0,Competitive
32.57,30.86,29.96,decrease,1.0,Competitive
66.71,63.54,61.37,decrease,1.0,Competitive
24.78,22.41,22.8,decrease,0.998,Overpriced
98.17,94.87,90.32,decrease,1.0,Competitive
53.27,55.0,53.27,hold,1.0,Competitive
69.63,67.65,64.06,decrease,1.0,Competitive
45.77,41.92,42.11,decrease,1.0,Competitive
93.06,97.61,93.06,hold,0.999,Competitive
88.95,93.41,88.95,hold,1.0,Competitive
30.02,28.51,27.62,decrease,1.0,Competitive
30.38,26.06,27.98,decrease,0.989,Overpriced
65.57,66.87,65.57,hold,1.0,Competitive
36.43,39.83,36.43,hold,0.999,Competitive
87.74,83.82,80.72,decrease,1.0,Competitive
24.26,23.79,22.32,decrease,1.0,Competitive
81.64,77.21,75.11,decrease,1.0,Competitive
56.31,57.64,61.94,increase,1.0,Competitive
19.32,18.1,17.77,decrease,1.0,Competitive
29.95,28.47,27.55,decrease,1.0,Competitive
30.54,32.33,30.54,hold,1.0,Competitive
20.43,16.46,18.8,decrease,0.998,Overpriced
81.9,77.04,75.35,decrease,1.0,Competitive
84.91,88.33,84.91,hold,0.999,Competitive
68.48,68.59,68.48,hold,1.0,Competitive
35.83,38.46,35.83,hold,1.0,Competitive
71.46,75.25,71.46,hold,1.0,Competitive
60.96,65.4,60.96,hold,1.0,Competitive
28.81,26.97,26.51,decrease,1.0,Competitive
25.41,21.57,23.38,decrease,1.0,Overpriced
35.75,40.16,35.75,hold,0.998,Underpriced
59.16,54.28,54.43,decrease,1.0,Competitive
46.28,41.44,42.58,decrease,0.999,Overpriced
39.17,36.67,36.04,decrease,1.0,Competitive
34.89,31.73,32.1,decrease,1.0,Competitive
30.25,33.71,30.25,hold,1.0,Underpriced
31.49,27.25,28.99,decrease,0.993,Overpriced
71.63,67.37,65.9,decrease,1.0,Competitive
76.61,81.55,76.61,hold,1.0,Competitive
22.44,21.49,20.64,decrease,1.0,Competitive
45.35,44.97,41.72,decrease,1.0,Competitive
12.71,8.87,10.64,decrease,0.997,Overpriced
32.17,29.9,29.6,decrease,1.0,Competitive
95.55,98.55,95.55,hold,0.999,Competitive
49.24,49.75,49.24,hold,1.0,Competitive
90.28,87.18,83.06,decrease,1.0,Competitive
37.97,37.08,34.93,decrease,1.0,Competitive
49.17,46.48,45.24,decrease,1.0,Competitive
84.35,83.64,77.6,decrease,1.0,Competitive
43.95,39.63,40.45,decrease,0.995,Overpriced
63.98,63.83,58.86,decrease,1.0,Competitive
12.25,8.43,12.25,hold,0.994,Overpriced
51.0,54.38,51.0,hold,1.0,Competitive
97.37,98.92,97.37,hold,0.999,Competitive
36.5,41.26,36.5,hold,0.998,Underpriced
81.83,78.87,75.28,decrease,1.0,Competitive
78.49,83.01,78.49,hold,0.999,Competitive
88.16,87.35,81.11,decrease,1.0,Competitive
42.61,43.92,42.61,hold,1.0,Competitive
90.76,88.15,83.5,decrease,1.0,Competitive
50.1,55.06,50.1,hold,0.999,Competitive
84.04,86.68,84.04,hold,1.0,Competitive
52.18,51.96,48.01,decrease,1.0,Competitive
98.44,101.86,98.44,hold,0.999,Competitive
17.97,19.11,17.97,hold,0.999,Competitive
89.25,92.01,89.25,hold,0.999,Competitive
39.17,39.29,39.17,hold,1.0,Competitive
34.31,36.89,34.31,hold,1.0,Competitive
86.15,84.06,79.26,decrease,1.0,Competitive
98.77,96.7,90.87,decrease,1.0,Competitive
34.07,37.44,34.07,hold,1.0,Competitive
66.29,63.33,60.99,decrease,1.0,Competitive
21.29,18.04,19.59,decrease,1.0,Overpriced
43.56,42.51,40.08,decrease,1.0,Competitive
66.34,61.98,61.03,decrease,1.0,Competitive
74.6,76.04,74.6,hold,0.999,Competitive
59.8,59.8,59.8,hold,1.0,Competitive
21.83,22.04,21.83,hold,1.0,Competitive
53.38,56.24,53.38,hold,0.999,Competitive
28.15,24.7,28.15,hold,0.994,Overpriced
47.63,50.91,47.63,hold,1.0,Competitive
80.02,77.33,73.62,decrease,1.0,Competitive
53.02,56.91,53.02,hold,1.0,Competitive
97.42,94.84,89.63,decrease,1.0,Competitive
11.6,9.39,10.67,decrease,0.997,Overpriced
23.94,28.65,23.94,hold,0.998,Underpriced
21.28,23.3,21.28,hold,0.999,Competitive
74.77,76.81,74.77,hold,1.0,Competitive
75.4,76.76,75.4,hold,1.0,Competitive
30.45,27.4,28.01,decrease,1.0,Overpriced
80.07,75.59,73.66,decrease,1.0,Competitive
77.53,75.85,71.33,decrease,1.0,Competitive
29.59,27.85,27.22,decrease,1.0,Competitive
83.81,81.13,77.11,decrease,1.0,Competitive
73.05,72.68,67.21,decrease,1.0,Competitive
67.28,64.02,61.9,decrease,1.0,Competitive
97.81,101.02,97.81,hold,1.0,Competitive
15.42,13.85,14.19,decrease,0.997,Overpriced
83.17,80.39,76.52,decrease,1.0,Competitive
99.65,103.6,99.65,hold,1.0,Competitive
72.42,73.14,72.42,hold,1.0,Competitive
16.39,18.47,16.39,hold,1.0,Underpriced
63.95,63.57,58.83,decrease,1.0,Competitive
81.69,81.76,81.69,hold,0.999,Competitive
66.83,64.28,61.48,decrease,1.0,Competitive
81.32,82.86,81.32,hold,1.0,Competitive
55.18,52.96,50.77,decrease,1.0,Competitive
53.99,53.91,53.99,hold,1.0,Competitive
17.62,19.88,17.62,hold,0.998,Underpriced
11.96,13.57,11.96,hold,0.999,Underpriced
59.8,55.58,55.02,decrease,1.0,Competitive
50.32,51.93,50.32,hold,1.0,Competitive
45.61,43.87,41.96,decrease,1.0,Competitive
47.91,43.11,44.08,decrease,1.0,Overpriced
94.74,98.81,94.74,hold,0.999,Competitive
62.88,59.85,57.85,decrease,1.0,Competitive
21.34,19.2,19.64,decrease,0.997,Overpriced
63.22,59.18,58.16,decrease,1.0,Competitive
72.37,71.5,66.58,decrease,1.0,Competitive
11.55,16.39,11.55,hold,0.999,Underpriced
56.83,53.84,52.28,decrease,1.0,Competitive
38.97,42.38,38.97,hold,0.999,Competitive
31.82,30.47,29.27,decrease,1.0,Competitive
39.54,41.03,39.54,hold,1.0,Competitive
96.5,100.42,96.5,hold,0.999,Competitive
34.81,32.4,32.03,decrease,1.0,Competitive
60.02,57.94,55.22,decrease,1.0,Competitive
79.79,82.8,79.79,hold,1.0,Competitive
57.62,61.56,57.62,hold,0.999,Competitive
45.71,48.58,45.71,hold,0.999,Competitive
48.92,46.17,45.01,decrease,1.0,Competitive
44.5,40.17,40.94,decrease,1.0,Overpriced
36.36,40.82,36.36,hold,0.999,Underpriced
97.1,94.61,89.33,decrease,1.0,Competitive
86.69,83.38,79.76,decrease,1.0,Competitive
76.93,73.22,76.93,hold,1.0,Competitive
12.32,13.54,12.32,hold,1.0,Competitive
10.17,8.06,9.36,decrease,0.999,Overpriced
81.08,85.76,81.08,hold,1.0,Competitive
18.03,17.42,16.59,decrease,1.0,Competitive
26.98,27.15,26.98,hold,0.999,Competitive
62.99,58.43,57.95,decrease,1.0,Competitive
30.6,31.62,30.6,hold,1.0,Competitive
84.79,89.67,84.79,hold,0.999,Competitive
98.24,98.11,90.38,decrease,1.0,Competitive
83.71,88.2,83.71,hold,1.0,Competitive
24.86,26.6,24.86,hold,0.999,Competitive
82.36,78.57,82.36,hold,1.0,Competitive
